document_type|page_no|content|part|chapter|lesson
sgk 12|0134|"Đảng, Chính phủ lãnh đạo và tổ chức nhân dân cả nước xây dựng lực lượng kháng chiến về mọi mặt.
Về chính trị, các uỷ ban hành chính chuyển thành Uỷ ban kháng chiến hành chính, thực hiện nhiệm vụ kháng chiến và kiến quốc ; mở rộng Mặt trận, thành lập Hội Liên hiệp quốc dân Việt Nam (Liên Việt).
Về kinh tế, Chính phủ đề ra các chính sách nhằm duy trì và phát triển sản xuất, trước hết là sản xuất lương thực.
Về quân sự, Chính phủ quy định mọi người dân từ 18 đến 45 tuổi được tuyển chọn tham gia các lực lượng chiến đấu.
Về văn hoá, phong trào bình dân học vụ được duy trì và phát triển. Trường phổ thông các cấp vẫn tiếp tục giảng dạy và học tập trong hoàn cảnh chiến tranh.
III – CHIẾN DỊCH VIỆT BẮC THU – ĐÔNG NĂM 1947 VÀ VIỆC ĐẨY MẠNH KHÁNG CHIẾN TOÀN DÂN, TOÀN DIỆN 1. Chiến dịch Việt Bắc thu - đông năm 1947
Tháng 3 – 1947, Chính phủ Pháp cử Bolae làm Cao uỷ Pháp ở Đông Dương, thay Đácgiăngliơ, thực hiện kế hoạch tiến công căn cứ địa Việt Bắc nhằm nhanh chóng kết thúc chiến tranh.
Thực dân Pháp huy động 12 000 quân và hầu hết máy bay ở Đông Dương mở cuộc tiến công Việt Bắc từ ngày 7 – 10 – 1947.
Sáng sớm 7 – 10 – 1947, binh đoàn quân dù do Sôvanhắc chỉ huy đổ quân xuống chiếm thị xã Bắc Kạn, thị trấn Chợ Mới,... Cùng ngày, binh đoàn bộ binh do Bophore chỉ huy, từ Lạng Sơn theo Đường số 4 đánh lên Cao Bằng, rồi vòng xuống Bắc Kạn theo đường số 3, bao vây Việt Bắc ở phía đông và phía bắc.
Ngày 9 – 10 – 1947, một binh đoàn hỗn hợp binh và lính thuỷ đánh bộ do Côămaynan chỉ huy từ Hà Nội đi ngược sông Hồng và sông Lô lên Tuyên Quang, rồi Chiêm Hoá, đánh vào Đài Thị, bao vây Việt Bắc ở phía tây.
Khi địch vừa tiến công Việt Bắc, Đảng ta đã có chỉ thị “Phải phá tan cuộc tiến công mùa đông của giặc Pháp”.
Trên khắp các mặt trận, quân dân ta anh dũng chiến đấu, từng bước đẩy lùi cuộc tiến công của địch."|PHẦN HAI : LỊCH SỬ VIỆT NAM TỪ NĂM 1919 ĐẾN NĂM 2000|Chương III : VIỆT NAM TỪ NĂM 1945 ĐẾN NĂM 1954 |Bài 18 : NHỮNG NĂM ĐẦU CỦA CUỘC KHÁNG CHIẾN TOÀN QUỐC CHỐNG THỰC DÂN PHÁP (1946 – 1950) 
sgk 12|0135|"Quân dân ta đã chủ động bao vây và tiến công địch ở Chợ Mới, Chợ Đồn, Chợ Rã, Ngân Sơn, Bạch Thông (nay thuộc Bắc Kạn) v.., buộc Pháp phải rút khỏi Chợ Đồn, Chợ Rã cuối tháng 11 – 1947.
Ở mặt trận hướng đông, quân dân ta phục kích chặn đánh địch trên Đường số 4, tiêu biểu là trận phục kích ở đèo Bông Lau (30 – 10 – 1947), đánh trúng đoàn xe cơ giới của địch, thu nhiều vũ khí, quân trang quân dụng của chúng.
Ở mặt trận hướng tây, quân dân ta phục kích đánh địch nhiều trận trên sông Lô, nổi bật là trận Đoan Hùng, Khe Lau, đánh chìm nhiều tàu chiến, ca nô của địch.
Sau hơn hai tháng, cuộc chiến đấu giữa ta và địch đã kết thúc bằng cuộc rút chạy của đại bộ phận quân Pháp khỏi Việt Bắc ngày 19 – 12 – 1947.
Quân dân ta loại khỏi vòng chiến đấu hơn 6000 địch, bắn rơi 16 máy bay, bắn chìm 11 tàu chiến, ca nô, phá huỷ nhiều phương tiện chiến tranh. Cơ quan đầu não kháng chiến được bảo toàn. Bộ đội chủ lực của ta ngày càng trưởng thành.
Với chiến thắng Việt Bắc thu - đông năm 1947, cuộc kháng chiến toàn quốc chống thực dân Pháp xâm lược chuyển sang giai đoạn mới.
Sau thất bại ở Việt Bắc, Pháp buộc phải thay đổi chiến lược chiến tranh ở Đông Dương, từ “đánh nhanh, thắng nhanh” sang “đánh lâu dài”, thực hiện chính sách “dùng người Việt đánh người Việt, lấy chiến tranh nuôi chiến tranh”.
Phối hợp với cuộc chiến đấu ở Việt Bắc, quân dân ta trên các chiến trường toàn quốc hoạt động mạnh, kiềm chế, không cho địch tập trung lớn binh lực vào chiến trường chính."|PHẦN HAI : LỊCH SỬ VIỆT NAM TỪ NĂM 1919 ĐẾN NĂM 2000|Chương III : VIỆT NAM TỪ NĂM 1945 ĐẾN NĂM 1954 |Bài 18 : NHỮNG NĂM ĐẦU CỦA CUỘC KHÁNG CHIẾN TOÀN QUỐC CHỐNG THỰC DÂN PHÁP (1946 – 1950) 
sgk 12|0136|"Quân dân Hà Nội liên tiếp mở những cuộc tập kích vào các đồn bốt địch ở ngoại thành như Gia Lâm, Vĩnh Tuy, Cầu Giấy, Cầu Đuống v...
Đầu tháng 12 – 1947, quân dân Sài Gòn mở hàng loạt cuộc tập kích vào các đồn bốt, kho tàng của địch ở Thị Nghè, Gia Định, Gò Vấp, Bà Điểm, Phú Lâm, Phú Thọ v.V..
2. Đẩy mạnh kháng chiến toàn dân, toàn diện
Đảng và Chính phủ ta chủ trương củng cố chính quyền dân chủ nhân dân từ trung ương đến cơ sở, tăng cường lực lượng vũ trang nhân dân, đẩy mạnh cuộc kháng chiến toàn dân, toàn diện.
Trên mặt trận chính trị, đầu năm 1949, Chính phủ quyết định tổ chức bầu cử Hội đồng nhân dân và Uỷ ban kháng chiến hành chính các cấp. Tháng 6 – 1949, Mặt trận Việt Minh và Hội Liên Việt quyết định tiến tới thống nhất thành một tổ chức - Mặt trận Liên Việt.
Trên mặt trận quân sự, trong những năm 1948 – 1949, bộ đội chủ lực phân tán, đi sâu vào vùng sau lưng địch, xây dựng cơ sở kháng chiến, phát triển chiến tranh du kích.
Trên mặt trận kinh tế, Chính phủ ra các sắc lệnh : giảm tô 25% (7 – 1949), hoãn nợ, xoá nợ (5 – 1950), chia lại ruộng đất công và tạm cấp ruộng đất vắng chủ, ruộng đất lấy từ tay đế quốc, bọn phản động (7 – 1950) v...
Trên mặt trận văn hoá, giáo dục, tháng 7- 1950, Chính phủ đề ra chủ trương cải cách giáo dục phổ thông, đặt nền móng cho nền giáo dục dân tộc dân chủ Việt Nam (thay hệ thống giáo dục cũ bằng hệ thống giáo dục mới - 9 năm). Hệ thống các trường đại học và trung học chuyên nghiệp cũng bắt đầu được xây dựng.
IV- HOÀN CẢNH LỊCH SỬ MỚI VÀ CHIẾN DỊCH BIÊN GIỚI THU - ĐÔNG NĂM 1950 1. Hoàn cảnh lịch sử mới của cuộc kháng chiến
Từ sau chiến thắng Việt Bắc thu - đông năm 1947, cuộc kháng chiến của nhân dân ta có thêm những thuận lợi, song cũng phải đối mặt với nhiều thách thức mới.
Ngày 1- 10 – 1949, cách mạng Trung Quốc thành công, nước Cộng hoà Nhân dân Trung Hoa ra đời.
Ngày 14 – 1 – 1950, Chủ tịch Hồ Chí Minh tuyên bố sẵn sàng đặt quan hệ ngoại giao với các nước. Ngày 18 – 1 – 1950, Chính phủ Cộng hoà Nhân dân Trung Hoa,"|PHẦN HAI : LỊCH SỬ VIỆT NAM TỪ NĂM 1919 ĐẾN NĂM 2000|Chương III : VIỆT NAM TỪ NĂM 1945 ĐẾN NĂM 1954 |Bài 18 : NHỮNG NĂM ĐẦU CỦA CUỘC KHÁNG CHIẾN TOÀN QUỐC CHỐNG THỰC DÂN PHÁP (1946 – 1950) 
sgk 12|0137|"ngày 30 – 1 - 1950 Chính phủ Liên Xô, và trong vòng một tháng sau, các nước trong phe xã hội chủ nghĩa lần lượt công nhận và đặt quan hệ ngoại giao với nước Việt Nam Dân chủ Cộng hoà.
Về phía địch, ngày 13 – 5 – 1949, với sự đồng ý của Mi, Chính phủ Pháp đề ra kế hoạch Rove.
Với kế hoạch này, Mĩ từng bước can thiệp sâu và “dính líu” trực tiếp vào cuộc chiến tranh ở Đông Dương.
Ngày 7 – 2 – 1950, Mĩ công nhận Chính phủ Bảo Đại (thành lập tháng 7 - 1949) ; ngày 8 – 5 – 1950, Mĩ đồng ý viện trợ kinh tế và quân sự cho Pháp nhằm từng bước nắm quyền điều khiển trực tiếp chiến tranh ở Đông Dương.
Thực hiện kế hoạch Rove, từ tháng 6 – 1949, Pháp tăng cường hệ thống phòng ngự trên Đường số 4, thiết lập “Hành lang Đông - Tây” (Hải Phòng - Hà Nội - Hoà Bình - Sơn La). Trên cơ sở đó, Pháp chuẩn bị một kế hoạch quy mô lớn tiến công Việt Bắc lần thứ hai, mong giành thắng lợi để nhanh chóng kết thúc chiến tranh.
2. Chiến dịch Biên giới thu - đông năm 1950
Việc Pháp thực hiện kế hoạch Rơve đã làm cho vùng tự do của ta bị thu hẹp, căn cứ địa Việt Bắc bị bao vây,... Để khắc phục khó khăn, đưa cuộc kháng chiến phát triển lên một bước mới, tháng 6 – 1950, Đảng và Chính phủ quyết định mở chiến dịch Biên giới nhằm tiêu diệt một bộ phận quan trọng sinh lực địch ; khai thông đường sang Trung Quốc và thế giới ; mở rộng và củng cố căn cứ địa Việt Bắc, tạo đà thúc đẩy cuộc kháng chiến tiến lên.
Chủ tịch Hồ Chí Minh ra mặt trận để cùng Bộ Chỉ huy chiến dịch chỉ đạo và động viên bộ đội chiến đấu."|PHẦN HAI : LỊCH SỬ VIỆT NAM TỪ NĂM 1919 ĐẾN NĂM 2000|Chương III : VIỆT NAM TỪ NĂM 1945 ĐẾN NĂM 1954 |Bài 18 : NHỮNG NĂM ĐẦU CỦA CUỘC KHÁNG CHIẾN TOÀN QUỐC CHỐNG THỰC DÂN PHÁP (1946 – 1950) 
sgk 12|0138|"Sáng sớm 16 – 9 – 1950, các đơn vị quân đội ta nổ súng mở đầu chiến dịch bằng trận đánh vào vị trí Đông Khê. Sau hơn 2 ngày chiến đấu, sáng 18 – 9, bộ đội ta tiêu diệt hoàn toàn cụm cứ điểm Đông Khê. Mất Đông Khê, quân địch ở Thất Khê lâm vào tình thế bị uy hiếp, Cao Bằng bị cô lập. Trước nguy cơ bị tiêu diệt, quân Pháp buộc phải rút khỏi Cao Bằng theo Đường số 4. Để yểm trợ cho cuộc rút quân này, Pháp huy động quân từ Thất Khê tiến lên chiếm lại Đông Khê và đón cánh quân từ Cao Bằng rút về. Đoán trước được ý định của địch, quân ta chủ động mai phục, chặn đánh địch nhiều nơi trên Đường số 4 khiến cho hai cánh quân này không gặp được nhau. Đến lượt Thất Khê bị uy hiếp, quân Pháp buộc phải rút về Na Sầm (8 – 10 – 1950) và ngày 13 – 10 – 1950, rút khỏi Na Sầm về Lạng Sơn. Trong khi đó, cuộc hành quân của địch lên Thái Nguyên cũng bị quân ta chặn đánh.
Quân Pháp trở nên hoảng loạn, phải rút chạy, Đường số 4 được giải phóng ngày 22 - 10 - 1950."|PHẦN HAI : LỊCH SỬ VIỆT NAM TỪ NĂM 1919 ĐẾN NĂM 2000|Chương III : VIỆT NAM TỪ NĂM 1945 ĐẾN NĂM 1954 |Bài 18 : NHỮNG NĂM ĐẦU CỦA CUỘC KHÁNG CHIẾN TOÀN QUỐC CHỐNG THỰC DÂN PHÁP (1946 – 1950) 
sgk 12|0139|"Phối hợp với mặt trận Biên giới, quân ta đã hoạt động mạnh ở tả ngạn sông Hồng, Tây Bắc, Đường số 6, Đường số 12, buộc địch phải rút khỏi thị xã Hoà Bình (4 – 11 – 1950). Chiến tranh du kích phát triển mạnh ở Bình - Trị - Thiên, Liên khu V và Nam Bộ.
Sau hơn một tháng chiến đấu, chiến dịch Biên giới kết thúc thắng lợi. Ta đã loại khỏi vòng chiến đấu hơn 8 000 tên địch, giải phóng một vùng biên giới Việt - Trung từ Cao Bằng tới Đình Lập với 35 vạn dân, chọc thủng “Hành lang Đông - Tây” của Pháp. Thế bao vây của địch cả trong lẫn ngoài đối với căn cứ địa Việt Bắc bị phá vỡ. Kế hoạch Rơve bị phá sản.
Với chiến thắng Biên giới, con đường liên lạc của ta với các nước xã hội chủ nghĩa được khai thông • quân đội ta đã giành được thế chủ động trên chiến trường chính (Bắc Bộ), mở ra bước phát triển mới của cuộc kháng chiến."|PHẦN HAI : LỊCH SỬ VIỆT NAM TỪ NĂM 1919 ĐẾN NĂM 2000|Chương III : VIỆT NAM TỪ NĂM 1945 ĐẾN NĂM 1954 |Bài 18 : NHỮNG NĂM ĐẦU CỦA CUỘC KHÁNG CHIẾN TOÀN QUỐC CHỐNG THỰC DÂN PHÁP (1946 – 1950) 
sgk 12|0140|"Bước sang giai đoạn từ năm 1951 đến năm 1953, cuộc chiến tranh xâm lược của thực dân Pháp, có sự giúp đỡ của đế quốc Mĩ được đẩy mạnh ; lực lượng kháng chiến của ta trưởng thành về mọi mặt, quân dân ta giành nhiều thắng lợi to lớn và toàn diện, tiếp tục giữ vững quyền chủ động trên chiến trường.
I- THỰC DÂN PHÁP ĐẨY MẠNH CHIẾN TRANH XÂM LƯỢC ĐÔNG DƯƠNG 1. Mĩ can thiệp sâu vào cuộc chiến tranh
Từ tháng 5 – 1949, Mĩ từng bước can thiệp sâu vào cuộc chiến tranh xâm lược Đông Dương. Ngày 23 – 12 – 1950, Mĩ kí với Pháp Hiệp định phòng thủ chung Đông Dương. Đây là hiệp định viện trợ quân sự, kinh tế - tài chính của Mĩ cho Pháp và tay sai, qua đó, Mĩ từng bước thay chân Pháp ở Đông Dương.
Tháng 9 – 1951, Mĩ kí với Bảo Đại Hiệp ước hợp tác kinh tế Việt - Mĩ nhằm trực tiếp ràng buộc Chính phủ Bảo Đại vào Mĩ.
Sau những hiệp định này, viện trợ của Mĩ chiếm tỉ lệ ngày càng cao trong ngân sách chiến tranh của Pháp ở Đông Dương : năm 1950 là 52 tỉ phrăng - chiếm 19% ngân sách ; năm 1954 là 555 tỉ phrăng - chiếm 73% ngân sách. Các phái đoàn viện trợ kinh tế, cố vấn quân sự Mĩ đến Việt Nam ngày càng nhiều.
Các trung tâm và các trường huấn luyện của Mĩ bắt đầu tuyển chọn, đưa người Việt Nam sang học ở Mĩ.
2. Kế hoạch Đà Lát đơ Tátxinh.
Dựa vào viện trợ Mĩ, cuối năm 1950, Pháp đề ra kế hoạch Đà Lát đơ Tátxinhi, mong muốn kết thúc nhanh chiến tranh.
Kế hoạch gồm 4 điểm chính : - Gấp rút tập trung quân Âu – Phi nhằm xây dựng một lực lượng cơ động chiến lược mạnh, đồng thời ra sức phát triển nguỵ quân để xây dựng “quân đội quốc gia”."|PHẦN HAI : LỊCH SỬ VIỆT NAM TỪ NĂM 1919 ĐẾN NĂM 2000|Chương III : VIỆT NAM TỪ NĂM 1945 ĐẾN NĂM 1954 |Bài 19 : BƯỚC PHÁT TRIỂN CỦA CUỘC KHÁNG CHIẾN TOÀN QUỐC CHỐNG THỰC DÂN PHÁP (1951 - 1953) 
sgk 12|0141|"- Xây dựng phòng tuyến công sự xi măng cốt sắt (boong ke), thành lập “vành đai trắng” bao quanh trung du và đồng bằng Bắc Bộ nhằm ngăn chặn chủ lực của ta và kiểm soát việc ta đưa nhân tài, vật lực ra vùng tự do. - Tiến hành “chiến tranh tổng lực”, bình định vùng tạm chiếm, vơ vét sức người, sức của của nhân dân ta để tăng cường lực lượng của chúng. - Đánh phá hậu phương của ta bằng biệt kích, thổ phỉ, gián điệp ; kết hợp oanh tạc bằng phi pháo với chiến tranh tâm lí và chiến tranh kinh tế.
Kế hoạch Đà Lát đơ Tátxinhi đã đưa cuộc chiến tranh xâm lược của Pháp ở Đông Dương lên quy mô lớn, làm cho cuộc kháng chiến của nhân dân ta, nhất là ở vùng sau lưng địch, trở nên khó khăn, phức tạp.
II – ĐẠI HỘI ĐẠI BIỂU LẦN THỨ II CỦA ĐẢNG (2 – 1951) Từ ngày 11 đến ngày 19 – 2 – 1951, Đại hội đại biểu lần thứ II của Đảng Cộng sản Đông Dương họp ở xã Vinh Quang (Chiêm Hoá - Tuyên Quang).
Đại hội thông qua hai bản báo cáo quan trọng :
Báo cáo chính trị, do Chủ tịch Hồ Chí Minh trình bày, đã tổng kết kinh nghiệm đấu tranh của Đảng qua các chặng đường lịch sử đấu tranh oanh liệt kể từ ngày ra đời, khẳng định đường lối kháng chiến chống Pháp của Đảng.
Báo cáo Bàn về cách mạng Việt Nam, do Tổng Bí thư Trường Chinh trình bày, nêu rõ nhiệm vụ cơ bản của cách mạng Việt Nam là đánh đuổi bọn đế quốc xâm lược, giành độc lập và thống nhất hoàn toàn cho dân tộc, xoá bỏ những tàn tích phong kiến và nửa phong kiến, thực hiện “người cày có ruộng”, phát triển chế độ dân chủ nhân dân, gây cơ sở cho chủ nghĩa xã hội ở Việt Nam.
Đại hội quyết định tách Đảng Cộng sản Đông Dương để thành lập ở mỗi nước Việt Nam, Lào, Campuchia một Đảng Mác - Lênin riêng, có cương lĩnh phù hợp với đặc điểm phát triển của từng dân tộc.
Ở Việt Nam, Đại hội quyết định đưa Đảng ra hoạt động công khai với tên mới là Đảng Lao động Việt Nam, tiếp tục đảm nhiệm sứ mệnh lịch sử lãnh đạo cuộc kháng chiến của nhân dân Việt Nam.
Đại hội Đảng thông qua Tuyên ngôn, Chính cương, Điều lệ mới ; quyết định xuất bản báo Nhân dân – cơ quan ngôn luận của Trung ương Đảng."|PHẦN HAI : LỊCH SỬ VIỆT NAM TỪ NĂM 1919 ĐẾN NĂM 2000|Chương III : VIỆT NAM TỪ NĂM 1945 ĐẾN NĂM 1954 |Bài 19 : BƯỚC PHÁT TRIỂN CỦA CUỘC KHÁNG CHIẾN TOÀN QUỐC CHỐNG THỰC DÂN PHÁP (1951 - 1953) 
sgk 12|0142|"Đại hội bầu ra Ban Chấp hành Trung ương Đảng và Bộ Chính trị. Hồ Chí Minh được bầu làm Chủ tịch Đảng, Trường Chinh được bầu lại làm Tổng Bí thư của Đảng.
Đại hội đại biểu lần thứ II đánh dấu bước phát triển mới trong quá trình trưởng thành và lãnh đạo cách mạng của Đảng ta, là “Đại hội kháng chiến thắng lợi”.
III – HẬU PHƯƠNG KHÁNG CHIẾN PHÁT TRIỂN MỌI MẶT Về chính trị, từ ngày 3 đến ngày 7- 3 - 1951, Đại hội toàn quốc thống nhất Mặt trận Việt Minh và Hội Liên Việt thành một mặt trận duy nhất, lấy tên là Mặt trận Liên hiệp quốc dân Việt Nam (Mặt trận Liên Việt) do Tôn Đức Thắng làm Chủ tịch, Hồ Chí Minh làm Chủ tịch danh dự.
Ngày 11 – 3 – 1951, Mặt trận Liên Việt, Mặt trận Khơme Ítxarắc, Mặt trận Lào Ítxala họp Hội nghị đại biểu để thành lập Liên minh nhân dân Việt - Miên - Lào.
Liên minh thành lập đã tăng cường khối đoàn kết ba nước trong đấu tranh chống kẻ thù chung là thực dân Pháp và can thiệp Mĩ."|PHẦN HAI : LỊCH SỬ VIỆT NAM TỪ NĂM 1919 ĐẾN NĂM 2000|Chương III : VIỆT NAM TỪ NĂM 1945 ĐẾN NĂM 1954 |Bài 19 : BƯỚC PHÁT TRIỂN CỦA CUỘC KHÁNG CHIẾN TOÀN QUỐC CHỐNG THỰC DÂN PHÁP (1951 - 1953) 
sgk 12|0143|"Việt Minh - Liên Việt (1951) Phong trào thi đua yêu nước ngày càng thấm sâu, lan rộng trong các ngành, các giới, làm nảy nở nhiều đơn vị, cá nhân ưu tú. Ngày 1 – 5 – 1952, Đại hội Chiến sĩ thi đua và Cán bộ gương mẫu toàn quốc lần thứ nhất đã tổng kết, biểu dương thành tích của phong trào thi đua ái quốc và chọn được 7 anh hùng, đó là : Cù Chính Lan, La Văn Cầu, Nguyễn Quốc Trị, Nguyễn Thị Chiên, Ngô Gia Khảm, Trần Đại Nghĩa, Hoàng Hanh.
Về kinh tế, năm 1952, Chính phủ mở cuộc vận động lao động sản xuất và thực hành tiết kiệm. Cuộc vận động đã lôi cuốn mọi ngành, mọi giới tham gia. Năm 1953, vùng tự do và vùng căn cứ du kích từ Liên khu IV trở ra đã sản xuất được hơn 2,7 triệu tấn thóc và hơn 65 vạn tấn hoa màu.
Sản xuất thủ công nghiệp và công nghiệp về cơ bản đáp ứng được những yêu cầu về công cụ sản xuất và những mặt hàng thiết yếu của đời sống. Năm 1953, ta sản xuất được 3 500 tấn vũ khí đạn dược, cung cấp tạm đủ cho bộ đội về thuốc men, quân trang, quân dụng.
Đi đôi với việc đẩy mạnh sản xuất, Chính phủ còn đề ra những chính sách nhằm chấn chỉnh chế độ thuế khoá, xây dựng nền tài chính, ngân hàng, thương nghiệp.
Để bồi dưỡng sức dân, nhất là nông dân, đầu năm 1953, Đảng và Chính phủ quyết định phát động quần chúng triệt để giảm tô và cải cách ruộng đất. Từ tháng"|PHẦN HAI : LỊCH SỬ VIỆT NAM TỪ NĂM 1919 ĐẾN NĂM 2000|Chương III : VIỆT NAM TỪ NĂM 1945 ĐẾN NĂM 1954 |Bài 19 : BƯỚC PHÁT TRIỂN CỦA CUỘC KHÁNG CHIẾN TOÀN QUỐC CHỐNG THỰC DÂN PHÁP (1951 - 1953) 
sgk 12|0144|"4 – 1953 đến tháng 7- 1954, ta đã thực hiện 5 đợt giảm tô và 1 đợt cải cách ruộng đất tại 53 xã thuộc vùng tự do ở Thái Nguyên, Thanh Hoá.
Về văn hoá, giáo dục, y tế : Ta tiếp tục công cuộc cải cách giáo dục (từ năm 1950), thực hiện theo ba phương châm: “phục vụ kháng chiến, phục vụ dân sinh, phục vụ sản xuất”, nhà trường gắn với đời sống xã hội.
Tính đến năm 1952, ở các liên khu : Việt Bắc, III, IV và V đã có trên 1 triệu học sinh phổ thông. Đến năm 1952, phong trào bình dân học vụ đã giúp khoảng 14 triệu người thoát nạn mù chữ và đến tháng 9 – 1953, công tác bổ túc văn hoá đã có 10 450 lớp học với 335 946 học viên.
Văn nghệ sĩ hăng hái thâm nhập mọi mặt của cuộc sống, chiến đấu và sản xuất, thực hiện lời dạy của Chủ tịch Hồ Chí Minh : “Kháng chiến hoá văn hoá, văn hoá hoá kháng chiến”.
Công tác vận động vệ sinh phòng bệnh, thực hiện đời sống mới, bài trừ mê tín dị đoan ngày càng có tính chất quần chúng rộng lớn.
Công tác chăm lo sức khoẻ cho nhân dân được coi trọng. Bệnh viện, bệnh xá, phòng y tế, trạm cứu thương được xây dựng.
IV – NHỮNG CHIẾN DỊCH TIẾN CÔNG GIỮ VỮNG QUYỀN CHỦ ĐỘNG TRÊN CHIẾN TRƯỜNG 1. Các chiến dịch ở trung du và đồng bằng Bắc Bộ (từ cuối năm 1950 đến giữa năm 1951) Để giữ vững quyền chủ động đánh địch trên chiến trường chính Bắc Bộ và đẩy địch lùi sâu vào thế bị động đối phó, trong thời gian từ cuối năm 1950 đến giữa năm 1951, quân ta liên tục mở ba chiến dịch Trần Hưng Đạo (chiến dịch Trung du), chiến dịch Hoàng Hoa Thám (chiến dịch Đường số 18) và chiến dịch Quang Trung (chiến dịch Hà - Nam - Ninh).
Đây là những chiến dịch tiến công quy mô lớn của quân ta đánh vào phòng tuyến kiên cố của địch ở trung du và đồng bằng, loại khỏi vòng chiến đấu nhiều sinh lực địch, phá vỡ từng mảng kế hoạch bình định của chúng. Tuy nhiên, do địa bàn ba chiến dịch không có lợi cho ta mà có lợi cho địch, nên kết quả chiến đấu bị hạn chế."|PHẦN HAI : LỊCH SỬ VIỆT NAM TỪ NĂM 1919 ĐẾN NĂM 2000|Chương III : VIỆT NAM TỪ NĂM 1945 ĐẾN NĂM 1954 |Bài 19 : BƯỚC PHÁT TRIỂN CỦA CUỘC KHÁNG CHIẾN TOÀN QUỐC CHỐNG THỰC DÂN PHÁP (1951 - 1953) 
sgk 12|0145|"Với phương châm chiến lược “đánh chắc thắng” và phương hướng chiến lược “tránh chỗ mạnh, đánh chỗ yếu”, ta chủ trương mở những chiến dịch tiếp theo ở vùng rừng núi.
2. Chiến dịch Hoà Bình đông - xuân 1951 – 1952
Hoà Bình là cửa ngõ nối liền vùng tự do với vùng đồng bằng Bắc Bộ qua Chợ Bến, là mạch máu giao thông giữa Việt Bắc với Liên khu IV.
Ngày 9 – 11 – 1951, Đà Lát đơ Tátxinhi sử dụng một lực lượng quân cơ động lớn tiến đánh Chợ Bến ; đến ngày 14 – 11, tiến đánh Hoà Bình.
Nhằm tiêu diệt sinh lực địch ở Hoà Bình, phá tan kế hoạch bình định của chúng đồng bằng Bắc Bộ và đẩy mạnh chiến tranh du kích, ta mở chiến dịch phản công và tiến công địch ở Hoà Bình.
Chiến dịch Hoà Bình kết thúc sau hơn 3 tháng chiến đấu, ta giải phóng hoàn toàn khu vực Hoà Bình – sông Đà rộng 2 000 km2 với 15 vạn dân ; các căn cứ du kích của ta được mở rộng, nối liền từ Bắc Giang xuống Bắc Ninh, tới sát Đường số 5, qua Hưng Yên, Hải Dương, Thái Bình, Nam Định và Ninh Bình.
3. Chiến dịch Tây Bắc thu - đông năm 1952
Tây Bắc là vùng chiến lược quan trọng địch đã chiếm đóng, từ đó uy hiếp căn cứ Việt Bắc của ta và che chở cho vùng Thượng Lào của chúng.
Từ ngày 14 – 10 đến ngày 10 – 12 – 1952, ta huy động một lực lượng lớn tiến công Mộc Châu, Thuận Châu, Lai Châu, Sơn La, Yên Bái.
Kết quả chiến dịch, quân ta giải phóng 28 000 km2 với 25 vạn dân, gồm toàn tỉnh Nghĩa Lộ, gần hết tỉnh Sơn La (trừ Nà Sản), bốn huyện ở Lai Châu, hai huyện Yên Bái ; phá một phần âm mưu lập “xứ Thái tự trị” của địch.
4. Chiến dịch Thượng Lào xuân - hè năm 1953
Thượng Lào là vùng chiến lược quan trọng, là hậu phương an toàn của địch. Sau thất bại ở Tây Bắc (Việt Nam), địch tăng cường phòng thủ ở đây.
Đầu năm 1953, Trung ương Đảng và Chính phủ ta cùng Chính phủ kháng chiến Lào và Mặt trận Ítxala quyết định phối hợp mở chiến dịch Thượng Lào nhằm tiêu diệt sinh lực địch, giải phóng đất đai, đẩy mạnh cuộc kháng chiến của nhân dân Lào.
Từ ngày 8 – 4 đến ngày 18 – 5 – 1953, ta huy động một lực lượng lớn cùng một số đơn vị Quân giải phóng Pathét Lào mở chiến dịch.
Kết quả, liên quân Lào – Việt đã giải phóng toàn bộ tỉnh Sầm Nưa, một phần tỉnh Xiêng Khoảng và tỉnh Phongxalì với trên 30 vạn dân.
Phối hợp với chiến trường chính Bắc Bộ, từ năm 1951 đến năm 1953, ở các chiến trường Trung Bộ và Nam Bộ, quân dân ta đã tận dụng các hình thức chiến tranh du kích, tiêu diệt, tiêu hao nhiều sinh lực địch, phá huỷ nhiều tổ chức tề nguy cùng nhiều cơ sở kinh tế của chúng."|PHẦN HAI : LỊCH SỬ VIỆT NAM TỪ NĂM 1919 ĐẾN NĂM 2000|Chương III : VIỆT NAM TỪ NĂM 1945 ĐẾN NĂM 1954 |Bài 19 : BƯỚC PHÁT TRIỂN CỦA CUỘC KHÁNG CHIẾN TOÀN QUỐC CHỐNG THỰC DÂN PHÁP (1951 - 1953) 
